810000,香港,86,0
810200,九龙,810000,0
810205,观塘,810200,0
810204,黄大仙,810200,0
810201,九龙城,810200,0
810203,深水_,810200,0
810202,油尖旺,810200,0
810100,香港岛,810000,0
810103,东区,810100,0
810104,南区,810100,0
810102,湾仔,810100,0
810101,中西,810100,0
810300,新界,810000,0
810301,北区,810300,0
810302,大埔,810300,0
810308,葵青,810300,0
810309,离岛,810300,0
810307,荃湾,810300,0
810303,沙田,810300,0
810306,屯门,810300,0
810304,西贡,810300,0
810305,元朗,810300,0
820000,澳门,86,0
820100,澳门半岛,820000,0
820200,离岛,820000,0
710000,台湾,86,0
712800,连江,710000,0
712806,北竿,712800,0
712808,东引,712800,0
712807,莒光,712800,0
712805,南竿,712800,0
710200,高雄,710000,0
710246,阿莲,710200,0
710255,大寮,710200,0
710243,大社,710200,0
710258,大树,710200,0
710254,凤山,710200,0
710244,冈山,710200,0
710253,湖内,710200,0
710264,甲仙,710200,0
710241,苓雅,710200,0
710256,林园,710200,0
710261,六龟,710200,0
710245,路竹,710200,0
710267,茂林,710200,0
710260,美浓,710200,0
710251,弥陀,710200,0
710266,那玛夏,710200,0
710262,内门,710200,0
710257,鸟松,710200,0
710249,桥头,710200,0
710268,茄_,710200,0
710259,旗山,710200,0
710242,仁武,710200,0
710263,杉林,710200,0
710265,桃源,710200,0
710247,田寮,710200,0
710248,燕巢,710200,0
710252,永安,710200,0
710250,梓官,710200,0
710205,鼓山,710200,0
710210,楠梓,710200,0
710202,前金,710200,0
710207,前镇,710200,0
710206,旗津,710200,0
710203,芩雅,710200,0
710208,三民,710200,0
710211,小港,710200,0
710201,新兴,710200,0
710204,盐埕,710200,0
710209,左营,710200,0
712600,花莲,710000,0
712623,丰滨,712600,0
712621,凤林,712600,0
712628,富里,712600,0
712622,光复,712600,0
712615,花莲,712600,0
712627,卓溪,712600,0
712619,吉安,712600,0
712624,瑞穗,712600,0
712620,寿丰,712600,0
712616,新城,712600,0
712618,秀林,712600,0
712617,太鲁,712600,0
712625,万荣,712600,0
712626,玉里,712600,0
710900,嘉义,710000,0
710901,东区,710900,0
710902,西区,710900,0
711900,嘉义,710000,0
711922,阿里山,711900,0
711926,鹿草,711900,0
711936,布袋,711900,0
711933,大林,711900,0
711924,大埔,711900,0
711929,东石,711900,0
711919,番路,711900,0
711923,中埔,711900,0
711921,竹崎,711900,0
711930,六脚,711900,0
711920,梅山,711900,0
711932,民雄,711900,0
711928,朴子,711900,0
711925,水上,711900,0
711934,溪口,711900,0
711931,新港,711900,0
711927,太保,711900,0
711935,义竹,711900,0
710700,基隆,710000,0
710705,安乐,710700,0
710706,暖暖,710700,0
710707,七堵,710700,0
710701,仁爱,710700,0
710702,信义,710700,0
710704,中山,710700,0
710703,中正,710700,0
710500,金门,710000,0
710510,金城,710500,0
710508,金湖,710500,0
710509,金宁,710500,0
710507,金沙,710500,0
710511,烈屿,710500,0
710512,乌_,710500,0
711500,苗栗,710000,0
711531,大湖,711500,0
711530,公馆,711500,0
711524,后龙,711500,0
711519,竹南,711500,0
711536,卓兰,711500,0
711527,苗栗,711500,0
711522,南庄,711500,0
711521,三湾,711500,0
711534,三义,711500,0
711523,狮潭,711500,0
711535,西湖,711500,0
711532,泰安,711500,0
711533,铜锣,711500,0
711525,通霄,711500,0
711520,头份,711500,0
711529,头屋,711500,0
711526,苑里,711500,0
711528,造桥,711500,0
710600,南投,710000,0
710616,草屯,710600,0
710617,国姓,710600,0
710615,中寮,710600,0
710625,竹山,710600,0
710621,集集,710600,0
710626,鹿谷,710600,0
710620,名间,710600,0
710614,南投,710600,0
710618,埔里,710600,0
710619,仁爱,710600,0
710622,水里,710600,0
710624,信义,710600,0
710623,鱼池,710600,0
712700,澎湖,710000,0
712711,白沙,712700,0
712710,七美,712700,0
712712,湖西,712700,0
712707,马公,712700,0
712708,西屿,712700,0
712709,望安,712700,0
712400,屏东,710000,0
712442,长治,712400,0
712447,潮州,712400,0
712463,车城,712400,0
712461,春日,712400,0
712455,东港,712400,0
712459,枋寮,712400,0
712460,枋山,712400,0
712440,高树,712400,0
712465,恒春,712400,0
712444,竹田,712400,0
712457,佳冬,712400,0
712438,九如,712400,0
712451,_顶,712400,0
712449,来义,712400,0
712439,里港,712400,0
712454,林边,712400,0
712443,麟洛,712400,0
712456,琉球,712400,0
712437,玛家,712400,0
712466,满州,712400,0
712464,牡丹,712400,0
712453,南州,712400,0
712445,内埔,712400,0
712434,屏东,712400,0
712435,三地门,712400,0
712462,狮子,712400,0
712452,新埤,712400,0
712458,新园,712400,0
712448,泰武,712400,0
712446,万丹,712400,0
712450,万峦,712400,0
712436,雾台,712400,0
712441,盐埔,712400,0
710100,台北,710000,0
710109,北投,710100,0
710105,大安,710100,0
710102,大同,710100,0
710111,南港,710100,0
710110,内湖,710100,0
710107,信义,710100,0
710108,士林,710100,0
710104,松山,710100,0
710106,万华,710100,0
710112,文山,710100,0
710103,中山,710100,0
710101,中正,710100,0
712500,台东,710000,0
712521,卑南,712500,0
712528,长滨,712500,0
712527,成功,712500,0
712525,池上,712500,0
712531,达仁,712500,0
712530,大武,712500,0
712526,东河,712500,0
712523,关山,712500,0
712524,海端,712500,0
712529,金峰,712500,0
712519,兰屿,712500,0
712522,鹿野,712500,0
712518,绿岛,712500,0
712517,台东,712500,0
712532,太麻里,712500,0
712520,延平,712500,0
710300,台南,710000,0
710369,安定,710300,0
710359,白河,710300,0
710356,北门,710300,0
710366,大内,710300,0
710360,东山,710300,0
710347,关庙,710300,0
710349,官田,710300,0
710340,归仁,710300,0
710358,后壁,710300,0
710351,佳里,710300,0
710354,将军,710300,0
710361,六甲,710300,0
710363,柳营,710300,0
710348,龙崎,710300,0
710350,麻豆,710300,0
710345,南化,710300,0
710344,楠西,710300,0
710353,七股,710300,0
710346,仁德,710300,0
710365,善化,710300,0
710367,山上,710300,0
710362,下营,710300,0
710352,西港,710300,0
710341,新化,710300,0
710368,新市,710300,0
710357,新营,710300,0
710355,学甲,710300,0
710364,盐水,710300,0
710339,永康,710300,0
710343,玉井,710300,0
710342,左镇,710300,0
710306,安南,710300,0
710305,安平,710300,0
710304,北区,710300,0
710302,东区,710300,0
710303,南区,710300,0
710301,中西,710300,0
710400,台中,710000,0
710451,大安,710400,0
710444,大肚,710400,0
710449,大甲,710400,0
710432,大里,710400,0
710442,大雅,710400,0
710438,东势,710400,0
710435,丰原,710400,0
710439,和平,710400,0
710436,后里,710400,0
710446,龙井,710400,0
710448,清水,710400,0
710445,沙鹿,710400,0
710443,神冈,710400,0
710437,石冈,710400,0
710431,太平,710400,0
710441,潭子,710400,0
710450,外埔,710400,0
